ELECTION DATE-NAME,OFFICE NAME,CANDIDATE NAME,COUNTY NAME,TOTAL VOTES PER OFFICE PER COUNTY
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BEE,"3,288"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BEE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BEE,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BEE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BEE,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BEE,27
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BEE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BEE,93
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BEE,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BEE,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BEE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BEE,"6,006"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BEE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BELL,"57,014"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BELL,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BELL,32
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BELL,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BELL,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BELL,440
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BELL,6
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BELL,"1,980"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BELL,3
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BELL,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BELL,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BELL,"67,893"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BELL,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BEXAR,"448,452"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BEXAR,"1,866"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BEXAR,164
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BEXAR,17
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BEXAR,8
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BEXAR,"2,798"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BEXAR,10
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BEXAR,"8,837"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BEXAR,34
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BEXAR,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BEXAR,4
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BEXAR,"308,618"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BEXAR,9
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BLANCO,"1,911"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BLANCO,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BLANCO,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BLANCO,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BLANCO,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BLANCO,15
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BLANCO,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BLANCO,72
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BLANCO,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BLANCO,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BLANCO,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BLANCO,"5,443"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BLANCO,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BORDEN,16
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BORDEN,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BORDEN,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BORDEN,397
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BORDEN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BOSQUE,"1,561"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BOSQUE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BOSQUE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BOSQUE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BOSQUE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BOSQUE,13
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BOSQUE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BOSQUE,83
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BOSQUE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BOSQUE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BOSQUE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BOSQUE,"7,469"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BOSQUE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BOWIE,"10,747"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BOWIE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BOWIE,4
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BOWIE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BOWIE,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BOWIE,91
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BOWIE,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BOWIE,300
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BOWIE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BOWIE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BOWIE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BOWIE,"27,116"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BOWIE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BRAZORIA,"62,228"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BRAZORIA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BRAZORIA,28
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BRAZORIA,3
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BRAZORIA,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BRAZORIA,417
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BRAZORIA,5
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BRAZORIA,"1,860"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BRAZORIA,6
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BRAZORIA,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BRAZORIA,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BRAZORIA,"90,433"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BRAZORIA,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BRAZOS,"35,349"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BRAZOS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BRAZOS,111
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BRAZOS,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BRAZOS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BRAZOS,252
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BRAZOS,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BRAZOS,"1,812"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BRAZOS,2
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BRAZOS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BRAZOS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BRAZOS,"47,530"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BRAZOS,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BREWSTER,"2,258"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BREWSTER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BREWSTER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BREWSTER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BREWSTER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BREWSTER,14
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BREWSTER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BREWSTER,89
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BREWSTER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BREWSTER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BREWSTER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BREWSTER,"2,461"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BREWSTER,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BRISCOE,78
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BRISCOE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BRISCOE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BRISCOE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BRISCOE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BRISCOE,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BRISCOE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BRISCOE,7
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BRISCOE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BRISCOE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BRISCOE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BRISCOE,639
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BRISCOE,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BROOKS,"1,470"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BROOKS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BROOKS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BROOKS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BROOKS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BROOKS,6
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BROOKS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,"JO JORGENSEN/JEREMY ""SPIKE"" COHEN",BROOKS,10
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,GLORIA LA RIVA/LEONARD PELTIER,BROOKS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ABRAM LOEB/JENNIFER JAIRALA,BROOKS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,ROBERT MORROW/ANNE BECKETT,BROOKS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,DONALD J. TRUMP/MICHAEL R. PENCE,BROOKS,998
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,KASEY WELLS/RACHEL WELLS,BROOKS,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JOSEPH R. BIDEN/KAMALA D. HARRIS,BROWN,"2,107"
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,PRESIDENT R. BODDIE/ERIC C. STONEHAM,BROWN,1
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,BRIAN CARROLL/AMAR PATEL,BROWN,4
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TODD CELLA/TIM CELLA,BROWN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,JESSE CUELLAR/JIMMY MONREAL,BROWN,0
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,HOWIE HAWKINS/ANGELA WALKER,BROWN,24
11/03/2020 - 2020 NOVEMBER 3RD GENERAL ELECTION,PRESIDENT/VICE-PRESIDENT,TOM HOEFLING/ANDY PRIOR,BROWN,1
